Price,Close,High,Low,Open,Volume,Date
4.680219650268555,4.680219650268555,4.738069513843929,4.6400983869045875,4.641964368014499,17441600,2024-04-25
4.7716593742370605,4.7716593742370605,4.77912418847252,4.68581801478057,4.695148810116489,15701727,2024-04-26
4.775391101837158,4.775391101837158,4.876161185591797,4.747399164729344,4.823910162879539,15093886,2024-04-29
4.620503902435303,4.620503902435303,4.702612849004654,4.534662549010481,4.697014461179838,22729448,2024-04-30
4.604641437530518,4.604641437530518,4.710076919199642,4.595311088358513,4.683951407617929,14707237,2024-05-02
4.436691761016846,4.436691761016846,4.653161141725566,4.428293956193641,4.629834598198372,24073503,2024-05-03
4.541193962097168,4.541193962097168,4.559855106683875,4.460018005390831,4.461883986374467,8259188,2024-05-06
4.606507778167725,4.606507778167725,4.608374204081301,4.537461587201817,4.551457334511321,13444867,2024-05-07
4.5925116539001465,4.5925116539001465,4.626101978585969,4.55612235794888,4.610239806664873,8972955,2024-05-08
4.551457405090332,4.551457405090332,4.612106237594371,4.527198317005509,4.599976471093563,8185151,2024-05-09
4.598110675811768,4.598110675811768,4.615838831022689,4.543993219628452,4.554257005518146,7101438,2024-05-10
4.586913585662842,4.586913585662842,4.6065077206347835,4.557989100906691,4.595311389877088,5174398,2024-05-13
4.624236106872559,4.624236106872559,4.634499892575761,4.561721291953352,4.607441387434158,5796490,2024-05-14
4.549591541290283,4.549591541290283,4.655027035545978,4.512269250313343,4.637298880594412,10077733,2024-05-15
4.498272895812988,4.498272895812988,4.59064562026154,4.498272895812988,4.553323334317685,8033559,2024-05-16
4.559854984283447,4.559854984283447,4.569185333867955,4.49827316430868,4.499206154775453,10113849,2024-05-17
4.651294708251953,4.651294708251953,4.651294708251953,4.562653940452796,4.562653940452796,7814697,2024-05-20
4.713809967041016,4.713809967041016,4.713809967041016,4.6335669956125765,4.638232393291591,11081993,2024-05-21
4.7156758308410645,4.7156758308410645,4.747399733418953,4.693282723389095,4.7250066259669845,11074779,2024-05-22
4.752997875213623,4.752997875213623,4.762328669856027,4.713809605515791,4.719407993317877,10936369,2024-05-23
4.7697930335998535,4.7697930335998535,4.78285579015205,4.6839516806139,4.728738338066683,9472636,2024-05-24
4.767927169799805,4.767927169799805,4.8089814214250035,4.7604628008603855,4.790320276618062,4983575,2024-05-27
4.835107326507568,4.835107326507568,4.835107326507568,4.766060691061922,4.767927116963684,7858787,2024-05-28
4.792186737060547,4.792186737060547,4.8630989098710184,4.766060778209203,4.825776619988288,6622259,2024-05-29
4.902287483215332,4.902287483215332,4.90601944514507,4.775391434351932,4.782855803128185,9265905,2024-05-30
4.9172163009643555,4.9172163009643555,4.934011464672424,4.889224361450908,4.8985551562609855,37919265,2024-05-31
4.939609527587891,4.939609527587891,4.963869058597866,4.915349996577916,4.9265467716466365,9562176,2024-06-03
4.691416263580322,4.691416263580322,4.93960998415492,4.6708891373348544,4.926547227006278,17343004,2024-06-04
4.680219650268555,4.680219650268555,4.732471125597383,4.6391653963496315,4.711943998637921,7609884,2024-06-05
4.861232757568359,4.861232757568359,4.866831145345191,4.670888907906407,4.708211196474101,12159208,2024-06-06
4.907886028289795,4.907886028289795,4.920948785296,4.79778513933259,4.842571798341978,12262545,2024-06-07
4.9172163009643555,4.9172163009643555,4.9172163009643555,4.842571722150874,4.870563216747537,7893070,2024-06-10
4.7623291015625,4.7623291015625,4.917216658349437,4.708211644514414,4.917216658349437,10871770,2024-06-11
4.75486421585083,4.75486421585083,4.820177997509658,4.715675501938764,4.797784891619532,8262881,2024-06-12
4.646629810333252,4.646629810333252,4.7567307053780725,4.625169247695911,4.725006801620836,9845148,2024-06-13
4.54865837097168,4.54865837097168,4.655026851560158,4.460951035134106,4.6419640947262035,19573628,2024-06-14
4.534662246704102,4.534662246704102,4.610239809925533,4.512268696897715,4.557055351593739,10526985,2024-06-17
4.66715669631958,4.66715669631958,4.66715669631958,4.578516368492494,4.578516368492494,7084894,2024-06-18
4.713809967041016,4.713809967041016,4.7306051317353806,4.637298957822339,4.676487675442524,6591314,2024-06-19
4.758596420288086,4.758596420288086,4.758596420288086,4.6839518403489455,4.711943780284519,5456022,2024-06-20
4.610240459442139,4.610240459442139,4.751132266170662,4.568252770098077,4.739935489690003,24932204,2024-06-21
4.672754764556885,4.672754764556885,4.680219133088504,4.605574557938782,4.632633505626452,7465156,2024-06-24
4.674621105194092,4.674621105194092,4.728738109749759,4.611172861539603,4.710076966302381,6909060,2024-06-25
4.618637561798096,4.618637561798096,4.69328258586783,4.596244455002283,4.665290646227081,4349129,2024-06-26
4.62237024307251,4.62237024307251,4.640098398411066,4.594378301770364,4.618637835926619,4797502,2024-06-27
4.6121063232421875,4.6121063232421875,4.664357797183985,4.596244594395371,4.642897235322432,7258635,2024-06-28
4.706345081329346,4.706345081329346,4.779123675436256,4.658759009041479,4.732470593598464,8226713,2024-07-01
4.6559600830078125,4.6559600830078125,4.6988807626477325,4.626102605794658,4.685818005137776,5889637,2024-07-02
4.670888900756836,4.670888900756836,4.72313992670492,4.654093737452048,4.665290512988573,5270934,2024-07-03
4.790319919586182,4.790319919586182,4.790319919586182,4.683951446606144,4.691415814989229,8163658,2024-07-04
4.734336853027344,4.734336853027344,4.788454306566307,4.682085825415095,4.769793161716677,6157236,2024-07-05
4.764194488525391,4.764194488525391,4.820177919722407,4.700746688818791,4.711943464041547,7737483,2024-07-08
4.751132011413574,4.751132011413574,4.77165913724957,4.700746964869086,4.764194768301643,5014806,2024-07-09
4.848169803619385,4.848169803619385,4.848169803619385,4.721273760707006,4.758596047754748,7135065,2024-07-10
4.829509258270264,4.829509258270264,4.861233161698438,4.730605140851976,4.851902366322427,11220789,2024-07-11
4.872429370880127,4.872429370880127,4.878027758470544,4.83137467685599,4.833240657747209,6353906,2024-07-12
4.883626461029053,4.883626461029053,4.91161795586968,4.816446250528042,4.857500502283201,6427970,2024-07-15
4.941475868225098,4.941475868225098,4.941475868225098,4.838839349178375,4.857500494012617,7036483,2024-07-16
4.995593070983887,4.995593070983887,5.016120195796232,4.906019313325282,4.941475620205778,7842883,2024-07-17
5.066505432128906,5.066505432128906,5.098229778384046,5.016120386184646,5.019852793072539,7938819,2024-07-18
5.087032794952393,5.087032794952393,5.087032794952393,5.032915344329655,5.038513731974542,5436086,2024-07-19
5.143016815185547,5.143016815185547,5.17287473773708,5.0963637277768745,5.100096134939622,8758545,2024-07-22
5.18593692779541,5.18593692779541,5.206464052651649,5.12995349598286,5.178472559203756,8298319,2024-07-23
5.163543701171875,5.163543701171875,5.226991950474909,5.133685780014587,5.2213935624506185,7415969,2024-07-24
5.083300590515137,5.083300590515137,5.144882412142886,5.0142544000360685,5.131819655423882,10306382,2024-07-25
5.053442478179932,5.053442478179932,5.122488666035486,5.025450984821869,5.079567990625261,6264353,2024-07-26
5.003057956695557,5.003057956695557,5.100096092960101,4.9769324415218135,5.081434947133597,5033223,2024-07-29
5.060907363891602,5.060907363891602,5.079568509676103,4.9545388774116255,5.004923926538098,6821309,2024-07-30
5.025451183319092,5.025451183319092,5.113158518516575,4.870563193608494,5.109426111626918,14432453,2024-07-31
4.836973190307617,4.836973190307617,5.042245775936109,4.805249289747618,5.0254510576446085,11468478,2024-08-01
4.556122303009033,4.556122303009033,4.78472141551679,4.529996791846259,4.782855434695662,16903467,2024-08-02
4.45628547668457,4.45628547668457,4.498273162086033,4.226753360051151,4.3629797563017485,18221257,2024-08-05
4.448821544647217,4.448821544647217,4.549591643566947,4.407766845682935,4.532796478774721,8933202,2024-08-06
4.6121063232421875,4.6121063232421875,4.663424806653796,4.4945410630191445,4.527198401076568,10943209,2024-08-07
4.607440948486328,4.607440948486328,4.6354324414948,4.519733172931777,4.580382001005812,5295046,2024-08-08
4.621437072753906,4.621437072753906,4.683951886827426,4.606507889667863,4.64662959648751,4010431,2024-08-09
4.645696640014648,4.645696640014648,4.6988806594345744,4.626102504180107,4.643830658959016,4608844,2024-08-12
4.70261287689209,4.70261287689209,4.738069185020601,4.6764873634992,4.697014489034073,5363609,2024-08-13
4.7660603523254395,4.7660603523254395,4.79405228969459,4.70634496079917,4.739934840725399,6989542,2024-08-14
4.932145118713379,4.932145118713379,4.945208320642607,4.7791239966152474,4.788454346659791,7999494,2024-08-15
4.928412914276123,4.928412914276123,4.976931977888532,4.892956607033706,4.9452080774304426,5261579,2024-08-16
4.986262321472168,4.986262321472168,4.999325077826436,4.924680501563894,4.926546927412196,4410186,2024-08-19
4.96573543548584,4.96573543548584,5.017986463417858,4.922814757577343,5.001191744392162,5004123,2024-08-20
4.967601299285889,4.967601299285889,4.999325200484133,4.924680622390198,4.943341766913682,4298960,2024-08-21
4.98253059387207,4.98253059387207,4.993727369821243,4.941475897030702,4.962003022992991,4163440,2024-08-22
5.014254570007324,5.014254570007324,5.031049734179694,4.991861017777498,4.991861017777498,4127348,2024-08-23
5.021718502044678,5.021718502044678,5.0422456265242355,4.995592989994921,5.019852521160198,4515191,2024-08-26
5.081434726715088,5.081434726715088,5.081434726715088,5.016120496697068,5.019852903667192,4486549,2024-08-27
5.083300590515137,5.083300590515137,5.109426103953144,5.016120381019702,5.085166571498771,4351854,2024-08-28
5.042245864868164,5.042245864868164,5.118756868666342,5.038513902922796,5.073970210904469,4584496,2024-08-29
5.0944976806640625,5.0944976806640625,5.096363661762858,5.044112631662103,5.044112631662103,11803111,2024-08-30
5.072103977203369,5.072103977203369,5.137418207806721,5.062773627069631,5.085166734340681,6435425,2024-09-02
4.954538345336914,4.954538345336914,5.103827495580558,4.934011220653442,5.059040839490817,7099268,2024-09-03
4.934011459350586,4.934011459350586,4.986262486496951,4.851902066810892,4.872429637404207,6225017,2024-09-04
5.014254570007324,5.014254570007324,5.079568355816323,4.907886086749241,4.907886086749241,6006400,2024-09-05
4.962002754211426,4.962002754211426,5.0459781243646535,4.922814485428861,5.001191467910757,6253398,2024-09-06
5.064639091491699,5.064639091491699,5.072103459820642,4.96760096846519,4.96760096846519,4932778,2024-09-09
5.027317523956299,5.027317523956299,5.111292903188448,5.004923970849909,5.0571754464592145,5238763,2024-09-10
4.976932048797607,4.976932048797607,5.07770213932571,4.911617821100312,5.040379850617762,7155257,2024-09-11
5.107560157775879,5.107560157775879,5.107560157775879,5.032915578920447,5.047844316724819,7605053,2024-09-12
5.116890907287598,5.116890907287598,5.129953663979966,5.077702192293713,5.0888989680062515,6181743,2024-09-13
5.066505432128906,5.066505432128906,5.115024497087611,5.008656017325642,5.092631390510596,4140497,2024-09-16
5.019852638244629,5.019852638244629,5.10196158299475,5.019852638244629,5.083300438964415,9801682,2024-09-17
5.0310492515563965,5.0310492515563965,5.073969925935031,5.004923294822236,5.019852476515578,5954880,2024-09-18
5.081434726715088,5.081434726715088,5.096363464761999,5.014254515670403,5.085166688768419,7307577,2024-09-19
5.1448822021484375,5.1448822021484375,5.157944958334269,5.075836014487571,5.087032789765931,29236928,2024-09-20
5.088898658752441,5.088898658752441,5.150480476512278,5.055308778572874,5.131819333097684,7033193,2024-09-23
5.062773704528809,5.062773704528809,5.152347024817049,5.060907278540068,5.100095995468376,6961425,2024-09-24
5.111292362213135,5.111292362213135,5.157944999691349,5.045978135843514,5.047844116765948,7697462,2024-09-25
5.279242992401123,5.279242992401123,5.279242992401123,5.143016588265253,5.143016588265253,10079831,2024-09-26
5.072103977203369,5.072103977203369,5.297904145374827,5.0683720151165925,5.266180243053243,15180371,2024-09-27
5.0049238204956055,5.0049238204956055,5.1299538950278025,4.980664286998075,5.075836439924326,12307119,2024-09-30
4.736203193664551,4.736203193664551,5.025451156083435,4.70821125443579,5.0198527682376834,20730203,2024-10-01
4.7660603523254395,4.7660603523254395,4.782855514746929,4.68954979837768,4.715675309977719,11834268,2024-10-02
4.82577657699585,4.82577657699585,4.853768516616914,4.734336834122752,4.76792716166803,10752623,2024-10-03
4.9470744132995605,4.9470744132995605,4.9508068203516755,4.810848007190998,4.83510754073774,12505496,2024-10-04
5.00119161605835,5.00119161605835,5.049710680702645,4.9545385323875175,4.969467714925567,10253237,2024-10-07
4.995593070983887,4.995593070983887,5.021718583457193,4.941475620205778,4.980663888915736,7322934,2024-10-08
4.96573543548584,4.96573543548584,5.003057725413507,4.9209487765559965,4.982530599428328,6508180,2024-10-09
4.9433417320251465,4.9433417320251465,5.012388366699829,4.885492317885664,4.969467690107059,7471200,2024-10-10
4.9974589347839355,4.9974589347839355,5.001191341442696,4.941475504403058,4.943341485274061,5335218,2024-10-11
5.122488498687744,5.122488498687744,5.122488498687744,4.995592902432147,4.995592902432147,8601536,2024-10-14
5.128087043762207,5.128087043762207,5.1411502448763455,5.081434406616837,5.113158306655712,8427272,2024-10-15
5.073970317840576,5.073970317840576,5.159811673228097,5.0347816021708365,5.101961812687887,7744402,2024-10-16
5.047844409942627,5.047844409942627,5.124355416124112,5.045978428911818,5.087033126007171,6366139,2024-10-17
5.16914176940918,5.16914176940918,5.16914176940918,5.014254230097303,5.0497105370853905,13019079,2024-10-18
5.0590410232543945,5.0590410232543945,5.120622844458459,5.051576654454431,5.077702167712693,6761039,2024-10-21
5.09822940826416,5.09822940826416,5.122488494065576,5.04411195936081,5.085166207563282,6184471,2024-10-22
5.066505432128906,5.066505432128906,5.101961740355157,5.047844287523003,5.094497371496152,7775088,2024-10-23
4.969468116760254,4.969468116760254,5.096363731552253,4.963869728470393,5.014254778162323,9909071,2024-10-24
5.003057956695557,5.003057956695557,5.055309431959854,4.969468072174575,4.9769324415218135,5826827,2024-10-25
5.075836181640625,5.075836181640625,5.092631345111248,5.003057584851368,5.038513892761536,5780551,2024-10-28
5.101961612701416,5.101961612701416,5.154213083240656,5.073970118951315,5.103827593640284,6655945,2024-10-29
5.1504807472229,5.1504807472229,5.165409484772533,5.04971065647094,5.05157663743545,8751836,2024-10-30
5.215795040130615,5.215795040130615,5.236322165746623,5.072103826068213,5.150480811473453,24709953,2024-10-31
5.310966491699219,5.310966491699219,5.35015520499663,5.213928366280357,5.215794792096171,22462454,2024-11-01
5.462122440338135,5.462122440338135,5.514373468412822,5.318431223299157,5.35202155127585,87822893,2024-11-04
5.537564754486084,5.537564754486084,5.537564754486084,5.457143582560233,5.457143582560233,11700874,2024-11-05
5.3326826095581055,5.3326826095581055,5.539479250947387,5.277153695787674,5.533735305593997,15243933,2024-11-06
5.374807834625244,5.374807834625244,5.43799580130764,5.353745331238069,5.392041040953408,12655912,2024-11-07
5.269495010375977,5.269495010375977,5.378637740503017,5.267579905271374,5.348001080559085,10104579,2024-11-08
5.330767631530762,5.330767631530762,5.346086189067145,5.27523917295885,5.313534882018516,6011517,2024-11-11
5.2063069343566895,5.2063069343566895,5.332682868689284,5.204391829291647,5.294387158680673,8756070,2024-11-12
5.267579555511475,5.267579555511475,5.313534770636452,5.210135993126105,5.210135993126105,6447174,2024-11-13
5.259920597076416,5.259920597076416,5.302046059503464,5.215880486159322,5.25226154659537,20897917,2024-11-14
5.369063377380371,5.369063377380371,5.382467286511877,5.240772796803504,5.240772796803504,26625823,2024-11-15
5.447569847106934,5.447569847106934,5.447569847106934,5.359489625234261,5.370978429221281,7292696,2024-11-18
5.160351753234863,5.160351753234863,5.382467420663929,5.102908187820033,5.380552315585487,17192835,2024-11-19
5.179499626159668,5.179499626159668,5.263750554274108,5.141203915751606,5.229284140994325,10990796,2024-11-20
5.231199264526367,5.231199264526367,5.252261768368812,5.150778089777492,5.187159151749707,18513225,2024-11-21
5.00525426864624,5.00525426864624,5.2656651900950315,4.968873206890362,5.221625077580251,15438252,2024-11-22
4.882707595825195,4.882707595825195,5.018657686046187,4.882707595825195,4.978446870935322,46446338,2024-11-25
4.83292293548584,4.83292293548584,4.884622553352513,4.806116030568879,4.878878151367328,11855421,2024-11-26
4.871218681335449,4.871218681335449,4.894196289450544,4.788882860950842,4.815690222592075,8734602,2024-11-27
4.865474224090576,4.865474224090576,4.928662189169133,4.865474224090576,4.894196233908492,8392573,2024-11-28
4.926747798919678,4.926747798919678,4.955469810243034,4.834838275726701,4.842497326572635,8477449,2024-11-29
4.938236236572266,4.938236236572266,4.970787542639812,4.890366373430031,4.8980258802278,9285704,2024-12-02
4.99567985534668,4.99567985534668,5.041634614052614,4.953554393562408,4.953554393562408,9900147,2024-12-03
4.988020896911621,4.988020896911621,5.035890761481482,4.976532092893185,5.010998504948492,6510788,2024-12-04
5.168010711669922,5.168010711669922,5.179499515851839,4.995680018503768,4.995680018503768,11824432,2024-12-05
5.1297149658203125,5.1297149658203125,5.208221489494613,5.123971020290821,5.1660960266322835,6484520,2024-12-06
5.145033359527588,5.145033359527588,5.194817871363841,5.1278001539256115,5.160351460159888,6212179,2024-12-09
5.102908134460449,5.102908134460449,5.15077800006602,5.087590033118356,5.131630145127966,8746603,2024-12-10
4.978446960449219,4.978446960449219,5.131630259900575,4.9458956519785815,5.085675041804727,14279945,2024-12-11
4.949725151062012,4.949725151062012,4.9918506133094445,4.892281587917799,4.94015099561088,15097943,2024-12-12
4.972702503204346,4.972702503204346,5.035890927387466,4.965043452446684,4.965043452446684,9859268,2024-12-13
4.988020896911621,4.988020896911621,5.055038616005254,4.972702339380086,4.978446741389304,7775174,2024-12-16
4.873133659362793,4.873133659362793,4.991850537328862,4.850156051846505,4.968872929812574,8784433,2024-12-17
4.93632173538208,4.93632173538208,4.984191143431394,4.86355961427875,4.888451870811903,7662762,2024-12-18
4.938236236572266,4.938236236572266,4.974617296038696,4.87696292131521,4.909514227382756,8448611,2024-12-19
4.869304180145264,4.869304180145264,4.892281788955507,4.8118606146405325,4.886537386752947,17712253,2024-12-20
4.90185546875,4.90185546875,4.940151178933916,4.867389512192826,4.898026171644133,5296176,2024-12-23
4.924832820892334,4.924832820892334,4.9401509215595,4.898025916464367,4.922918172439151,2146369,2024-12-24
4.945895671844482,4.945895671844482,4.965043527287702,4.88270770322977,4.917174116940095,5347706,2024-12-27
4.989935398101807,4.989935398101807,5.022486704179198,4.921003032546981,4.942065991465943,8253971,2024-12-30
