,Price,Close,High,Low,Open,Volume,Date,SMA_20,EMA_20,SMA_50,Daily_Return,Volatility_20d,ticker
0,21.840465545654297,21.840465545654297,22.25149278470916,21.747051802837543,22.232809323444634,675708,2024-04-25,,21.840465545654297,,,,NTGY
1,21.8217830657959,21.8217830657959,22.06466270806793,21.728367544652365,21.728367544652365,495872,2024-04-26,,21.83868626185826,,-0.08554066679277161,,NTGY
2,22.36359214782715,22.36359214782715,22.513056276959,21.840465914112706,21.859149375692425,673784,2024-04-29,,21.888677298617203,,2.482881808501247,,NTGY
3,22.158077239990234,22.158077239990234,22.47568895418659,22.139395560495636,22.38227342970185,880921,2024-04-30,,21.914334435890826,,-0.9189709170084326,,NTGY
4,22.28885841369629,22.28885841369629,22.400955611271964,22.04597877661188,22.13939429576017,741710,2024-05-02,,21.950003386158013,,0.5902189629974908,,NTGY
5,22.47568702697754,22.47568702697754,22.737250116756137,22.28885777578093,22.28885777578093,441479,2024-05-03,,22.00006849480749,,0.8382152634898832,,NTGY
6,22.419639587402344,22.419639587402344,22.56910370877813,22.36359098732464,22.53173856931062,249925,2024-05-06,,22.040027646483193,,-0.24936919395577295,,NTGY
7,22.47568702697754,22.47568702697754,22.47568702697754,22.28885777578093,22.400954970148337,526830,2024-05-07,,22.08151901605408,,0.2499925984835505,,NTGY
8,22.755935668945312,22.755935668945312,22.79330080991947,22.513056016477982,22.513056016477982,353257,2024-05-08,,22.145749173472293,,1.2468968874294717,,NTGY
9,22.77461624145508,22.77461624145508,22.793299701910403,22.53173838254727,22.68120250268416,279920,2024-05-09,,22.205641275184938,,0.08209098839764284,,NTGY
10,22.998815536499023,22.998815536499023,23.241693409484817,22.868033087484022,22.886716549022307,725241,2024-05-10,,22.281181681024375,,0.98442622552668,,NTGY
11,23.110912322998047,23.110912322998047,23.2790599102865,23.054863721152877,23.054863721152877,449303,2024-05-13,,22.360203646926628,,0.48740243305629427,,NTGY
12,23.29774284362793,23.29774284362793,23.50325556690588,23.2230107822766,23.335107983427157,660822,2024-05-14,,22.449493094231514,,0.8084082446367269,,NTGY
13,23.2603759765625,23.2603759765625,23.353791498908716,23.11091185350972,23.279059437382323,1477077,2024-05-15,,22.526720035405894,,-0.16038835743115154,,NTGY
14,23.204326629638672,23.204326629638672,23.353790747884908,23.03617905117345,23.33510728766592,450798,2024-05-16,,22.591253996761395,,-0.24096492240840428,,NTGY
15,23.37247657775879,23.37247657775879,23.39116003987203,23.20432898224566,23.2230124443589,432644,2024-05-17,,22.665656147332577,,0.7246491173992453,,NTGY
16,23.33510971069336,23.33510971069336,23.521940768777387,23.22301250124536,23.353793172852367,274624,2024-05-20,,22.729413629557413,,-0.15987551400944433,,NTGY
