,Price,Close,High,Low,Open,Volume,Date,SMA_20,EMA_20,SMA_50,Daily_Return,Volatility_20d,ticker
0,43.71993637084961,43.71993637084961,44.531736367353496,43.05484532908184,44.28721771173472,3006151,2024-04-25,,43.71993637084961,,,,ITX
1,44.34590530395508,44.34590530395508,44.47305605465313,43.5634463209262,44.01335976978546,2043627,2024-04-26,,43.7795524597168,,1.4317700002940414,,ITX
2,43.64942169189453,43.64942169189453,44.93293651559466,43.45042652770957,44.79364103932031,1346611,2024-04-29,,43.76715905325754,,-1.570570286674089,,ITX
3,42.634552001953125,42.634552001953125,43.649423976448176,42.56490426017068,43.649423976448176,2380092,2024-04-30,,43.659291715038066,,-2.325047275780656,,ITX
4,42.28631210327149,42.28631210327149,43.04248919085538,41.99776929799563,42.72409843866036,6906954,2024-05-02,,43.528531752012675,,-0.8168020591976188,,ITX
5,42.60470199584961,42.60470199584961,42.66440168400058,42.147015773243446,42.49525446533138,1996065,2024-05-03,,43.44054796571143,,0.7529384255608562,,ITX
6,42.47535705566406,42.47535705566406,42.78379976922376,42.13706639404021,42.59475643895528,971783,2024-05-06,,43.3486250218974,,-0.30359311091565644,,ITX
7,42.84349822998047,42.84349822998047,43.00269360761113,42.48530768143218,42.78379854005002,2086581,2024-05-07,,43.3005177083815,,0.8667170798210222,,ITX
8,43.40068054199219,43.40068054199219,43.4205804388136,42.70419933531158,42.85344666371358,1304913,2024-05-08,,43.31005702586823,,1.3005061095170412,,ITX
9,42.54500198364258,42.54500198364258,43.271334899637225,42.06741586862376,43.26138305392932,5311274,2024-05-09,,43.23719464089436,,-1.9715786657347412,,ITX
10,42.66440200805664,42.66440200805664,42.89324512109789,42.385807256753154,42.395759102612445,2222226,2024-05-10,,43.182642961576484,,0.2806440682737943,,ITX
11,43.2016830444336,43.2016830444336,43.2016830444336,42.55495351236833,42.77384857010701,985686,2024-05-13,,43.184456302800974,,1.2593192710763867,,ITX
12,43.26138305664063,43.26138305664063,43.35093069043208,42.823596733391874,43.30118284844062,5288039,2024-05-14,,43.191782660309514,,0.13818908894274173,,ITX
