,Price,Close,High,Low,Open,Volume,Date,SMA_20,EMA_20,SMA_50,Daily_Return,Volatility_20d,ticker
0,58.007774353027344,58.007774353027344,58.79166243795881,57.38066388508216,58.223341240212726,721449,2024-04-25,,58.007774353027344,,,,AMS
1,58.43891143798828,58.43891143798828,58.75246666966827,58.10575853709414,58.18414921395074,604607,2024-04-26,,58.04883502778553,,0.7432401773201924,,AMS
2,58.26253509521485,58.26253509521485,58.77206327191297,58.02737054466072,58.39971503935028,452772,2024-04-29,,58.06918741515975,,-0.3018131899335419,,AMS
3,58.55649566650391,58.55649566650391,58.73287095743488,57.67462294972236,58.26253809424339,1602902,2024-04-30,,58.11559772481158,,0.5045447658751145,,AMS
4,59.67353820800781,59.67353820800781,59.94789810022338,58.49770422471183,58.536899562992105,1012969,2024-05-02,,58.26397300892551,,1.9076321572687238,,AMS
5,58.36052322387695,58.36052322387695,59.90870167923638,58.242937211161205,59.86950634166446,850500,2024-05-03,,58.273168267492316,,-2.200330370144976,,AMS
6,58.06656265258789,58.06656265258789,58.41931321937879,57.85099576900591,58.22334026695349,532276,2024-05-06,,58.253491542263326,,-0.5036976282090544,,AMS
7,58.399715423583984,58.399715423583984,58.85045433454573,58.24293780955869,58.36052382348253,1852397,2024-05-07,,58.26741762619862,,0.5737428836443126,,AMS
8,60.35943984985352,60.35943984985352,61.14333168878856,58.321330787093,58.79166364773004,940512,2024-05-08,,58.46665783797528,,3.35570886271499,,AMS
9,60.82977294921875,60.82977294921875,61.04533982843974,59.71272826435469,60.751382274685234,624065,2024-05-09,,58.69171641999847,,0.7792204509107448,,AMS
10,61.00614547729492,61.00614547729492,61.26091143577388,60.57500797401082,60.96695387726776,702427,2024-05-10,,58.91213823497909,,0.2899444129495832,,AMS
11,61.88802337646485,61.88802337646485,62.04480099395683,60.96695534093358,60.98655301035424,761604,2024-05-13,,59.19555586750154,,1.4455558407605817,,AMS
